2023-03-14 16:07:32
0
1
front-end
1 (11, 0.12522466210969832)
2 (23, 0.12260387503022453)
3 (8, 0.08132915673433425)
4 (9, 0.06826731168303656)
5 (22, 0.05560324081373222)
6 (10, 0.05348057151779353)
7 (1, 0.051027141411929745)
8 (21, 0.050302680326524046)
9 (13, 0.049302573008327015)
10 (19, 0.043203180203020955)
11 (33, 0.0431971426964856)
12 (6, 0.03336214684472121)
13 (26, 0.026994916319311942)
14 (2, 0.022862101028212414)
15 (15, 0.01636151226476111)
16 (0, 0.013819425934082077)
17 (16, 0.012902655315991298)
18 (29, 0.012455932827280476)
19 (3, 0.011510297162308218)
20 (14, 0.011510297162308218)
21 (24, 0.011510297162308218)
22 (31, 0.0077827089534540095)
23 (5, 0.007116839347718509)
24 (12, 0.006254622496383764)
25 (30, 0.0060264973605441)
26 (34, 0.005950329135715418)
27 (20, 0.0057497184364366715)
28 (28, 0.005748834764151453)
29 (4, 0.00550561884988632)
30 (7, 0.00550561884988632)
31 (17, 0.00550561884988632)
32 (18, 0.00550561884988632)
33 (25, 0.00550561884988632)
34 (27, 0.00550561884988632)
35 (32, 0.00550561884988632)
2
front-end
1 (1, 0.13249018848452085)
2 (32, 0.09686875421030908)
3 (27, 0.06840719583943697)
4 (22, 0.06038290869288597)
5 (34, 0.059656999550221385)
6 (30, 0.053162070136058344)
7 (19, 0.05309137560013279)
8 (16, 0.046272801024338464)
9 (9, 0.04454808568558725)
10 (6, 0.04296775975914187)
11 (11, 0.04237346942304585)
12 (10, 0.03362666710801794)
13 (25, 0.033034594629140754)
14 (8, 0.031181922011364854)
15 (0, 0.025272730126018116)
16 (4, 0.020054508155624904)
17 (14, 0.014041063874525363)
18 (24, 0.011852758895163018)
19 (26, 0.01177134346652932)
20 (33, 0.011053379547457482)
21 (2, 0.010083645664927563)
22 (29, 0.00976265876431507)
23 (21, 0.008840815221248719)
24 (23, 0.0080350162917085)
25 (3, 0.007875102026097341)
26 (20, 0.007560118191287438)
27 (15, 0.006710678869852301)
28 (12, 0.006510428134336886)
29 (13, 0.006400241488071171)
30 (5, 0.006018453188105759)
31 (7, 0.006018453188105759)
32 (17, 0.006018453188105759)
33 (18, 0.006018453188105759)
34 (28, 0.006018453188105759)
35 (31, 0.006018453188105759)
3
front-end
1 (31, 0.04619362766444232)
2 (10, 0.04178356126531821)
3 (15, 0.04178356126531821)
4 (1, 0.03250733270399871)
5 (3, 0.03250733270399871)
6 (4, 0.03250733270399871)
7 (6, 0.03250733270399871)
8 (7, 0.03250733270399871)
9 (8, 0.03250733270399871)
10 (9, 0.03250733270399871)
11 (11, 0.03250733270399871)
12 (13, 0.03250733270399871)
13 (14, 0.03250733270399871)
14 (16, 0.03250733270399871)
